,org_name,group_PAC_ID,state,ACO_PC_ID_1,ACO_name_1,ACO_PC_ID_2,ACO_name_2,measure_code,measure_title,inverse_measure,measure_performance_rate,denominator_count,star_value,five_star_benchmark,collection_type,from_PC_livesite
65494,UNC VASCULAR ACCESS CENTER,3476702671,NC,V241,"UNC Senior Alliance, LLC",None,None,MIPS_GRP_023_overall,Perioperative Care: Venous Thromboembolism (VTE) Prophylaxis (When Indicated in ALL Patients),N,100.0,222.0,None,None,REG,N
65495,UNC VASCULAR ACCESS CENTER,3476702671,NC,V241,"UNC Senior Alliance, LLC",None,None,MIPS_GRP_076_overall,Prevention of Central Venous Catheter (CVC) - Related Bloodstream Infections,N,100.0,42.0,None,None,REG,N
65496,UNC VASCULAR ACCESS CENTER,3476702671,NC,V241,"UNC Senior Alliance, LLC",None,None,MIPS_GRP_145_overall,Radiology: Exposure Dose or Time Reported for Procedures Using Fluoroscopy,N,100.0,303.0,None,None,REG,N
65504,ORTHOPEDIC INSTITUTE OF NEWPORT BEACH LIMITED PARTNERSHIP,4688826688,CA,V157,"MemorialCare Regional ACO, LLC",None,None,MIPS_GRP_131_overall,Pain Assessment and Follow-Up,N,0.0,19582.0,None,None,REG,N
65517,LIFEBRIDGE PRIMARY CARE OF NORTH CARROLL LLC,2769709393,MD,A2552,"LifeBridge Health ACO, LLC",None,None,ACI_GRP_TRANS_EP_1,e-Prescribing,N,93.0,6221.0,None,None,ATT,N
65518,LIFEBRIDGE PRIMARY CARE OF NORTH CARROLL LLC,2769709393,MD,A2552,"LifeBridge Health ACO, LLC",None,None,ACI_GRP_TRANS_HIE_1,Health Information Exchange,N,0.0,580.0,None,None,ATT,N
65519,LIFEBRIDGE PRIMARY CARE OF NORTH CARROLL LLC,2769709393,MD,A2552,"LifeBridge Health ACO, LLC",None,None,ACI_GRP_TRANS_MR_1,Medication Reconciliation,N,61.0,4467.0,None,None,ATT,N
65520,LIFEBRIDGE PRIMARY CARE OF NORTH CARROLL LLC,2769709393,MD,A2552,"LifeBridge Health ACO, LLC",None,None,ACI_GRP_TRANS_PEA_1,Provide Patient Access,N,82.0,3279.0,None,None,ATT,N
65521,LIFEBRIDGE PRIMARY CARE OF NORTH CARROLL LLC,2769709393,MD,A2552,"LifeBridge Health ACO, LLC",None,None,ACI_GRP_TRANS_PEA_2,"View, Download, or Transmit (VDT)",N,3.0,3279.0,None,None,ATT,N
65523,LIFEBRIDGE PRIMARY CARE OF NORTH CARROLL LLC,2769709393,MD,A2552,"LifeBridge Health ACO, LLC",None,None,ACI_GRP_TRANS_PSE_1,Patient-Specific Education,N,43.0,3279.0,None,None,ATT,N
65524,LIFEBRIDGE PRIMARY CARE OF NORTH CARROLL LLC,2769709393,MD,A2552,"LifeBridge Health ACO, LLC",None,None,ACI_GRP_TRANS_SM_1,Secure Messaging,N,0.0,3279.0,None,None,ATT,N
65567,ST LUKES COMMUNITY HOSPITAL,5496659567,MT,A2893,National Rural ACO 23 LLC,None,None,ACI_GRP_TRANS_EP_1,e-Prescribing,N,9.0,5992.0,None,None,ATT,N
65568,ST LUKES COMMUNITY HOSPITAL,5496659567,MT,A2893,National Rural ACO 23 LLC,None,None,ACI_GRP_TRANS_HIE_1,Health Information Exchange,N,11.0,559.0,None,None,ATT,N
65569,ST LUKES COMMUNITY HOSPITAL,5496659567,MT,A2893,National Rural ACO 23 LLC,None,None,ACI_GRP_TRANS_MR_1,Medication Reconciliation,N,38.0,7158.0,None,None,ATT,N
65570,ST LUKES COMMUNITY HOSPITAL,5496659567,MT,A2893,National Rural ACO 23 LLC,None,None,ACI_GRP_TRANS_PEA_1,Provide Patient Access,N,58.0,4465.0,None,None,ATT,N
65571,ST LUKES COMMUNITY HOSPITAL,5496659567,MT,A2893,National Rural ACO 23 LLC,None,None,ACI_GRP_TRANS_PEA_2,"View, Download, or Transmit (VDT)",N,4.0,4465.0,None,None,ATT,N
65574,ST LUKES COMMUNITY HOSPITAL,5496659567,MT,A2893,National Rural ACO 23 LLC,None,None,ACI_GRP_TRANS_PSE_1,Patient-Specific Education,N,6.0,4470.0,None,None,ATT,N
65575,ST LUKES COMMUNITY HOSPITAL,5496659567,MT,A2893,National Rural ACO 23 LLC,None,None,ACI_GRP_TRANS_SM_1,Secure Messaging,N,0.0,4465.0,None,None,ATT,N
65586,BILLINGS CLINIC,6002993516,MT,A1652,Billings Clinic,None,None,ACI_GRP_TRANS_EP_1,e-Prescribing,N,94.0,36170.0,None,None,ATT,N
65587,BILLINGS CLINIC,6002993516,MT,A1652,Billings Clinic,None,None,ACI_GRP_TRANS_HIE_1,Health Information Exchange,N,12.0,656.0,None,None,ATT,N
65588,BILLINGS CLINIC,6002993516,MT,A1652,Billings Clinic,None,None,ACI_GRP_TRANS_MR_1,Medication Reconciliation,N,81.0,18488.0,None,None,ATT,N
65589,BILLINGS CLINIC,6002993516,MT,A1652,Billings Clinic,None,None,ACI_GRP_TRANS_PEA_1,Provide Patient Access,N,99.0,16130.0,None,None,ATT,N
65590,BILLINGS CLINIC,6002993516,MT,A1652,Billings Clinic,None,None,ACI_GRP_TRANS_PEA_2,"View, Download, or Transmit (VDT)",N,7.0,16130.0,None,None,ATT,N
65594,BILLINGS CLINIC,6002993516,MT,A1652,Billings Clinic,None,None,ACI_GRP_TRANS_PSE_1,Patient-Specific Education,N,21.0,16130.0,None,None,ATT,N
65595,BILLINGS CLINIC,6002993516,MT,A1652,Billings Clinic,None,None,ACI_GRP_TRANS_SM_1,Secure Messaging,N,1.0,16130.0,None,None,ATT,N
65596,BILLINGS CLINIC,6002993516,MT,A1652,Billings Clinic,None,None,MIPS_GRP_046_18-64,Medication Reconciliation Post-Discharge,N,85.0,67.0,None,None,WI,N
65597,BILLINGS CLINIC,6002993516,MT,A1652,Billings Clinic,None,None,MIPS_GRP_046_65+,Medication Reconciliation Post-Discharge,N,85.0,265.0,None,None,WI,N
65598,BILLINGS CLINIC,6002993516,MT,A1652,Billings Clinic,None,None,MIPS_GRP_046_overall,Medication Reconciliation Post-Discharge,N,85.0,339.0,None,None,WI,N
65599,BILLINGS CLINIC,6002993516,MT,A1652,Billings Clinic,None,None,MIPS_GRP_110_overall,Preventive Care and Screening: Influenza Immunization,N,97.0,481.0,5.0,94.0,WI,Y
65600,BILLINGS CLINIC,6002993516,MT,A1652,Billings Clinic,None,None,MIPS_GRP_111_overall,Pneumococcal Vaccination Status for Older Adults,N,89.0,613.0,4.0,94.0,WI,Y
65601,BILLINGS CLINIC,6002993516,MT,A1652,Billings Clinic,None,None,MIPS_GRP_113_overall,Colorectal Cancer Screening,N,78.0,616.0,4.0,84.0,WI,Y
65602,BILLINGS CLINIC,6002993516,MT,A1652,Billings Clinic,None,None,MIPS_GRP_134_overall,Preventive Care and Screening: Screening for Clinical Depression and Follow-Up Plan,N,93.0,252.0,5.0,91.0,WI,Y
65603,BILLINGS CLINIC,6002993516,MT,A1652,Billings Clinic,None,None,MIPS_GRP_226_overall,Preventive Care and Screening: Tobacco Use: Screening and Cessation Intervention,N,97.0,613.0,4.0,100.0,WI,Y
65604,BILLINGS CLINIC,6002993516,MT,A1652,Billings Clinic,None,None,MIPS_GRP_318_overall,Falls: Screening for Future Fall Risk,N,98.0,613.0,4.0,99.0,WI,Y
65636,MARCUS DALY MEMORIAL HOSPITAL CORPORATION,5597664474,MT,A2893,National Rural ACO 23 LLC,None,None,ACI_GRP_TRANS_EP_1,e-Prescribing,N,73.0,3670.0,None,None,ATT,N
65637,MARCUS DALY MEMORIAL HOSPITAL CORPORATION,5597664474,MT,A2893,National Rural ACO 23 LLC,None,None,ACI_GRP_TRANS_HIE_1,Health Information Exchange,N,24.0,95.0,None,None,ATT,N
65638,MARCUS DALY MEMORIAL HOSPITAL CORPORATION,5597664474,MT,A2893,National Rural ACO 23 LLC,None,None,ACI_GRP_TRANS_MR_1,Medication Reconciliation,N,77.0,1152.0,None,None,ATT,N
65639,MARCUS DALY MEMORIAL HOSPITAL CORPORATION,5597664474,MT,A2893,National Rural ACO 23 LLC,None,None,ACI_GRP_TRANS_PEA_1,Provide Patient Access,N,100.0,831.0,None,None,ATT,N
65640,MARCUS DALY MEMORIAL HOSPITAL CORPORATION,5597664474,MT,A2893,National Rural ACO 23 LLC,None,None,ACI_GRP_TRANS_PEA_2,"View, Download, or Transmit (VDT)",N,3.0,831.0,None,None,ATT,N
65645,MARCUS DALY MEMORIAL HOSPITAL CORPORATION,5597664474,MT,A2893,National Rural ACO 23 LLC,None,None,ACI_GRP_TRANS_PSE_1,Patient-Specific Education,N,56.0,831.0,None,None,ATT,N
65646,MARCUS DALY MEMORIAL HOSPITAL CORPORATION,5597664474,MT,A2893,National Rural ACO 23 LLC,None,None,ACI_GRP_TRANS_SM_1,Secure Messaging,N,6.0,83.0,None,None,ATT,N
65647,NORTH VALLEY HOSPITAL INC,9335033687,MT,A2893,National Rural ACO 23 LLC,None,None,ACI_GRP_TRANS_EP_1,e-Prescribing,N,19.0,10609.0,None,None,ATT,N
65648,NORTH VALLEY HOSPITAL INC,9335033687,MT,A2893,National Rural ACO 23 LLC,None,None,ACI_GRP_TRANS_HIE_1,Health Information Exchange,N,1.0,1412.0,None,None,ATT,N
65649,NORTH VALLEY HOSPITAL INC,9335033687,MT,A2893,National Rural ACO 23 LLC,None,None,ACI_GRP_TRANS_MR_1,Medication Reconciliation,N,84.0,695.0,None,None,ATT,N
65650,NORTH VALLEY HOSPITAL INC,9335033687,MT,A2893,National Rural ACO 23 LLC,None,None,ACI_GRP_TRANS_PEA_1,Provide Patient Access,N,24.0,5790.0,None,None,ATT,N
65651,NORTH VALLEY HOSPITAL INC,9335033687,MT,A2893,National Rural ACO 23 LLC,None,None,ACI_GRP_TRANS_PEA_2,"View, Download, or Transmit (VDT)",N,1.0,5786.0,None,None,ATT,N
65655,NORTH VALLEY HOSPITAL INC,9335033687,MT,A2893,National Rural ACO 23 LLC,None,None,ACI_GRP_TRANS_PSE_1,Patient-Specific Education,N,4.0,5792.0,None,None,ATT,N
65656,NORTH VALLEY HOSPITAL INC,9335033687,MT,A2893,National Rural ACO 23 LLC,None,None,ACI_GRP_TRANS_SM_1,Secure Messaging,N,0.0,5312.0,None,None,ATT,N
65675,EASTERN RADIOLOGICAL ASSOCIATES PC,345232732,MT,A2217,"Rocky Mountain Accountable Health Network, Inc",None,None,MIPS_GRP_076_overall,Prevention of Central Venous Catheter (CVC) - Related Bloodstream Infections,N,93.0,76.0,None,None,REG,N
65676,EASTERN RADIOLOGICAL ASSOCIATES PC,345232732,MT,A2217,"Rocky Mountain Accountable Health Network, Inc",None,None,MIPS_GRP_145_overall,Radiology: Exposure Dose or Time Reported for Procedures Using Fluoroscopy,N,70.0,2059.0,None,None,REG,N
65677,EASTERN RADIOLOGICAL ASSOCIATES PC,345232732,MT,A2217,"Rocky Mountain Accountable Health Network, Inc",None,None,MIPS_GRP_146_overall,"Radiology: Inappropriate Use of \""Probably Benign\"" Assessment Category in Screening Mammograms",Y,0.0,12257.0,None,None,REG,N
65678,EASTERN RADIOLOGICAL ASSOCIATES PC,345232732,MT,A2217,"Rocky Mountain Accountable Health Network, Inc",None,None,MIPS_GRP_147_overall,Nuclear Medicine: Correlation with Existing Imaging Studies for All Patients Undergoing Bone Scintigraphy,N,92.0,270.0,None,None,REG,N
65679,EASTERN RADIOLOGICAL ASSOCIATES PC,345232732,MT,A2217,"Rocky Mountain Accountable Health Network, Inc",None,None,MIPS_GRP_195_overall,Radiology: Stenosis Measurement in Carotid Imaging Reports,N,95.0,1002.0,None,None,REG,N
65680,EASTERN RADIOLOGICAL ASSOCIATES PC,345232732,MT,A2217,"Rocky Mountain Accountable Health Network, Inc",None,None,MIPS_GRP_225_overall,Radiology: Reminder System for Screening Mammograms,N,42.0,12246.0,None,None,REG,N
65681,EASTERN RADIOLOGICAL ASSOCIATES PC,345232732,MT,A2217,"Rocky Mountain Accountable Health Network, Inc",None,None,MIPS_GRP_436_overall,Radiation Consideration for Adult CT: Utilization of Dose Lowering Techniques,N,87.0,16452.0,None,None,REG,N
65814,KRONOS HEALTH PLLC,3779881636,MA,A3392,"Beth Israel Deaconess Physician Organization, LLC",None,None,ACI_GRP_TRANS_EP_1,e-Prescribing,N,62.0,2089.0,None,None,ATT,N
65815,KRONOS HEALTH PLLC,3779881636,MA,A3392,"Beth Israel Deaconess Physician Organization, LLC",None,None,ACI_GRP_TRANS_HIE_1,Health Information Exchange,N,6.0,415.0,None,None,ATT,N
65816,KRONOS HEALTH PLLC,3779881636,MA,A3392,"Beth Israel Deaconess Physician Organization, LLC",None,None,ACI_GRP_TRANS_MR_1,Medication Reconciliation,N,95.0,586.0,None,None,ATT,N
65817,KRONOS HEALTH PLLC,3779881636,MA,A3392,"Beth Israel Deaconess Physician Organization, LLC",None,None,ACI_GRP_TRANS_PEA_1,Provide Patient Access,N,93.0,779.0,None,None,ATT,N
65818,KRONOS HEALTH PLLC,3779881636,MA,A3392,"Beth Israel Deaconess Physician Organization, LLC",None,None,ACI_GRP_TRANS_PEA_2,"View, Download, or Transmit (VDT)",N,18.0,779.0,None,None,ATT,N
65821,KRONOS HEALTH PLLC,3779881636,MA,A3392,"Beth Israel Deaconess Physician Organization, LLC",None,None,ACI_GRP_TRANS_PSE_1,Patient-Specific Education,N,1.0,779.0,None,None,ATT,N
65822,KRONOS HEALTH PLLC,3779881636,MA,A3392,"Beth Israel Deaconess Physician Organization, LLC",None,None,ACI_GRP_TRANS_SM_1,Secure Messaging,N,35.0,779.0,None,None,ATT,N
65841,IOWA CITY CANCER TREATMENT CENTER LLC,9335444140,IA,A2814,"University of Iowa Health Alliance Accountable Care Organization, LLC",None,None,ACI_GRP_TRANS_PEA_1,Provide Patient Access,N,84.0,51.0,None,None,ATT,N
65842,IOWA CITY CANCER TREATMENT CENTER LLC,9335444140,IA,A2814,"University of Iowa Health Alliance Accountable Care Organization, LLC",None,None,ACI_GRP_TRANS_PEA_2,"View, Download, or Transmit (VDT)",N,22.0,51.0,None,None,ATT,N
65845,IOWA CITY CANCER TREATMENT CENTER LLC,9335444140,IA,A2814,"University of Iowa Health Alliance Accountable Care Organization, LLC",None,None,ACI_GRP_TRANS_PSE_1,Patient-Specific Education,N,98.0,51.0,None,None,ATT,N
65846,IOWA CITY CANCER TREATMENT CENTER LLC,9335444140,IA,A2814,"University of Iowa Health Alliance Accountable Care Organization, LLC",None,None,ACI_GRP_TRANS_SM_1,Secure Messaging,N,24.0,51.0,None,None,ATT,N
65882,FIRST HARBOUR MEDICAL CENTERS LLC,2062704679,FL,A2033,"Accountable Care Medical Group of Florida, Inc.",None,None,ACI_GRP_TRANS_EP_1,e-Prescribing,N,74.0,4506.0,None,None,ATT,N
65883,FIRST HARBOUR MEDICAL CENTERS LLC,2062704679,FL,A2033,"Accountable Care Medical Group of Florida, Inc.",None,None,ACI_GRP_TRANS_HIE_1,Health Information Exchange,N,5.0,40.0,None,None,ATT,N
65884,FIRST HARBOUR MEDICAL CENTERS LLC,2062704679,FL,A2033,"Accountable Care Medical Group of Florida, Inc.",None,None,ACI_GRP_TRANS_MR_1,Medication Reconciliation,N,96.0,532.0,None,None,ATT,N
65885,FIRST HARBOUR MEDICAL CENTERS LLC,2062704679,FL,A2033,"Accountable Care Medical Group of Florida, Inc.",None,None,ACI_GRP_TRANS_PEA_1,Provide Patient Access,N,88.0,1441.0,None,None,ATT,N
65886,FIRST HARBOUR MEDICAL CENTERS LLC,2062704679,FL,A2033,"Accountable Care Medical Group of Florida, Inc.",None,None,ACI_GRP_TRANS_PEA_2,"View, Download, or Transmit (VDT)",N,4.0,1441.0,None,None,ATT,N
65889,FIRST HARBOUR MEDICAL CENTERS LLC,2062704679,FL,A2033,"Accountable Care Medical Group of Florida, Inc.",None,None,ACI_GRP_TRANS_PSE_1,Patient-Specific Education,N,2.0,1441.0,None,None,ATT,N
65890,FIRST HARBOUR MEDICAL CENTERS LLC,2062704679,FL,A2033,"Accountable Care Medical Group of Florida, Inc.",None,None,ACI_GRP_TRANS_SM_1,Secure Messaging,N,17.0,1441.0,None,None,ATT,N
65891,UNITED SKIN SPECIALISTS MISSOURI LTD PC,8123310554,MO,A2570,"SLPA ACO, LLC",None,None,ACI_GRP_TRANS_EP_1,e-Prescribing,N,97.0,3725.0,None,None,ATT,N
65892,UNITED SKIN SPECIALISTS MISSOURI LTD PC,8123310554,MO,A2570,"SLPA ACO, LLC",None,None,ACI_GRP_TRANS_PEA_1,Provide Patient Access,N,32.0,5225.0,None,None,ATT,N
65893,UNITED SKIN SPECIALISTS MISSOURI LTD PC,8123310554,MO,A2570,"SLPA ACO, LLC",None,None,ACI_GRP_TRANS_PEA_2,"View, Download, or Transmit (VDT)",N,0.0,5225.0,None,None,ATT,N
65898,UNITED SKIN SPECIALISTS MISSOURI LTD PC,8123310554,MO,A2570,"SLPA ACO, LLC",None,None,ACI_GRP_TRANS_PSE_1,Patient-Specific Education,N,17.0,5225.0,None,None,ATT,N
65899,UNITED SKIN SPECIALISTS MISSOURI LTD PC,8123310554,MO,A2570,"SLPA ACO, LLC",None,None,ACI_GRP_TRANS_SM_1,Secure Messaging,N,0.0,5225.0,None,None,ATT,N
65999,NEW FOUNDATION MEDICAL INC,3072893478,CA,V238,Monarch Health Plan,None,None,ACI_GRP_TRANS_EP_1,e-Prescribing,N,97.0,6293.0,None,None,ATT,N
66000,NEW FOUNDATION MEDICAL INC,3072893478,CA,V238,Monarch Health Plan,None,None,ACI_GRP_TRANS_HIE_1,Health Information Exchange,N,8.0,650.0,None,None,ATT,N
66001,NEW FOUNDATION MEDICAL INC,3072893478,CA,V238,Monarch Health Plan,None,None,ACI_GRP_TRANS_MR_1,Medication Reconciliation,N,71.0,1325.0,None,None,ATT,N
66002,NEW FOUNDATION MEDICAL INC,3072893478,CA,V238,Monarch Health Plan,None,None,ACI_GRP_TRANS_PEA_1,Provide Patient Access,N,28.0,1797.0,None,None,ATT,N
66003,NEW FOUNDATION MEDICAL INC,3072893478,CA,V238,Monarch Health Plan,None,None,ACI_GRP_TRANS_PEA_2,"View, Download, or Transmit (VDT)",N,2.0,1797.0,None,None,ATT,N
66006,NEW FOUNDATION MEDICAL INC,3072893478,CA,V238,Monarch Health Plan,None,None,ACI_GRP_TRANS_PSE_1,Patient-Specific Education,N,13.0,1591.0,None,None,ATT,N
66007,NEW FOUNDATION MEDICAL INC,3072893478,CA,V238,Monarch Health Plan,None,None,ACI_GRP_TRANS_SM_1,Secure Messaging,N,0.0,1797.0,None,None,ATT,N
66034,FISHER-TITUS GASTROENTEROLOGY SPECIALISTS LLC,3274824958,OH,A2872,National Rural ACO 14 LLC,None,None,ACI_GRP_TRANS_EP_1,e-Prescribing,N,97.0,7820.0,None,None,ATT,N
66035,FISHER-TITUS GASTROENTEROLOGY SPECIALISTS LLC,3274824958,OH,A2872,National Rural ACO 14 LLC,None,None,ACI_GRP_TRANS_HIE_1,Health Information Exchange,N,24.0,284.0,None,None,ATT,N
66036,FISHER-TITUS GASTROENTEROLOGY SPECIALISTS LLC,3274824958,OH,A2872,National Rural ACO 14 LLC,None,None,ACI_GRP_TRANS_MR_1,Medication Reconciliation,N,97.0,2492.0,None,None,ATT,N
66037,FISHER-TITUS GASTROENTEROLOGY SPECIALISTS LLC,3274824958,OH,A2872,National Rural ACO 14 LLC,None,None,ACI_GRP_TRANS_PEA_1,Provide Patient Access,N,77.0,4418.0,None,None,ATT,N
66038,FISHER-TITUS GASTROENTEROLOGY SPECIALISTS LLC,3274824958,OH,A2872,National Rural ACO 14 LLC,None,None,ACI_GRP_TRANS_PEA_2,"View, Download, or Transmit (VDT)",N,5.0,4418.0,None,None,ATT,N
66041,FISHER-TITUS GASTROENTEROLOGY SPECIALISTS LLC,3274824958,OH,A2872,National Rural ACO 14 LLC,None,None,ACI_GRP_TRANS_PSE_1,Patient-Specific Education,N,79.0,4418.0,None,None,ATT,N
66042,FISHER-TITUS GASTROENTEROLOGY SPECIALISTS LLC,3274824958,OH,A2872,National Rural ACO 14 LLC,None,None,ACI_GRP_TRANS_SM_1,Secure Messaging,N,11.0,4418.0,None,None,ATT,N
66079,"PROSPECT CT MEDICAL FOUNDATION, INC.",7416244496,CT,V221,"Prospect ACO Northeast, LLC",None,None,ACI_GRP_TRANS_EP_1,e-Prescribing,N,92.0,158939.0,None,None,ATT,N
66080,"PROSPECT CT MEDICAL FOUNDATION, INC.",7416244496,CT,V221,"Prospect ACO Northeast, LLC",None,None,ACI_GRP_TRANS_HIE_1,Health Information Exchange,N,3.0,5385.0,None,None,ATT,N
66081,"PROSPECT CT MEDICAL FOUNDATION, INC.",7416244496,CT,V221,"Prospect ACO Northeast, LLC",None,None,ACI_GRP_TRANS_MR_1,Medication Reconciliation,N,90.0,9701.0,None,None,ATT,N
66082,"PROSPECT CT MEDICAL FOUNDATION, INC.",7416244496,CT,V221,"Prospect ACO Northeast, LLC",None,None,ACI_GRP_TRANS_PEA_1,Provide Patient Access,N,58.0,40907.0,None,None,ATT,N
66083,"PROSPECT CT MEDICAL FOUNDATION, INC.",7416244496,CT,V221,"Prospect ACO Northeast, LLC",None,None,ACI_GRP_TRANS_PEA_2,"View, Download, or Transmit (VDT)",N,9.0,40907.0,None,None,ATT,N
66087,"PROSPECT CT MEDICAL FOUNDATION, INC.",7416244496,CT,V221,"Prospect ACO Northeast, LLC",None,None,ACI_GRP_TRANS_PSE_1,Patient-Specific Education,N,28.0,40907.0,None,None,ATT,N
66088,"PROSPECT CT MEDICAL FOUNDATION, INC.",7416244496,CT,V221,"Prospect ACO Northeast, LLC",None,None,ACI_GRP_TRANS_SM_1,Secure Messaging,N,3.0,40907.0,None,None,ATT,N
66089,"PROSPECT CT MEDICAL FOUNDATION, INC.",7416244496,CT,V221,"Prospect ACO Northeast, LLC",None,None,MIPS_GRP_046_18-64,Medication Reconciliation Post-Discharge,N,79.0,68.0,None,None,WI,N
66090,"PROSPECT CT MEDICAL FOUNDATION, INC.",7416244496,CT,V221,"Prospect ACO Northeast, LLC",None,None,MIPS_GRP_046_65+,Medication Reconciliation Post-Discharge,N,70.0,250.0,None,None,WI,N
66091,"PROSPECT CT MEDICAL FOUNDATION, INC.",7416244496,CT,V221,"Prospect ACO Northeast, LLC",None,None,MIPS_GRP_046_overall,Medication Reconciliation Post-Discharge,N,72.0,321.0,None,None,WI,N
66092,"PROSPECT CT MEDICAL FOUNDATION, INC.",7416244496,CT,V221,"Prospect ACO Northeast, LLC",None,None,MIPS_GRP_110_overall,Preventive Care and Screening: Influenza Immunization,N,67.0,606.0,3.0,94.0,WI,Y
66093,"PROSPECT CT MEDICAL FOUNDATION, INC.",7416244496,CT,V221,"Prospect ACO Northeast, LLC",None,None,MIPS_GRP_111_overall,Pneumococcal Vaccination Status for Older Adults,N,62.0,610.0,3.0,94.0,WI,Y
66094,"PROSPECT CT MEDICAL FOUNDATION, INC.",7416244496,CT,V221,"Prospect ACO Northeast, LLC",None,None,MIPS_GRP_113_overall,Colorectal Cancer Screening,N,50.0,361.0,3.0,84.0,WI,Y
66095,"PROSPECT CT MEDICAL FOUNDATION, INC.",7416244496,CT,V221,"Prospect ACO Northeast, LLC",None,None,MIPS_GRP_134_overall,Preventive Care and Screening: Screening for Clinical Depression and Follow-Up Plan,N,14.0,589.0,1.0,91.0,WI,Y
66096,"PROSPECT CT MEDICAL FOUNDATION, INC.",7416244496,CT,V221,"Prospect ACO Northeast, LLC",None,None,MIPS_GRP_226_overall,Preventive Care and Screening: Tobacco Use: Screening and Cessation Intervention,N,85.0,289.0,3.0,100.0,WI,Y
66097,"PROSPECT CT MEDICAL FOUNDATION, INC.",7416244496,CT,V221,"Prospect ACO Northeast, LLC",None,None,MIPS_GRP_318_overall,Falls: Screening for Future Fall Risk,N,72.0,603.0,3.0,99.0,WI,Y
66114,"HOLY CROSS PRIMARY CARE, INC",143515932,FL,A2499,"Holy Cross Physician Partners ACO, LLC",None,None,ACI_GRP_TRANS_EP_1,e-Prescribing,N,86.0,5156.0,None,None,ATT,N
66115,"HOLY CROSS PRIMARY CARE, INC",143515932,FL,A2499,"Holy Cross Physician Partners ACO, LLC",None,None,ACI_GRP_TRANS_PEA_1,Provide Patient Access,N,68.0,1764.0,None,None,ATT,N
66116,"HOLY CROSS PRIMARY CARE, INC",143515932,FL,A2499,"Holy Cross Physician Partners ACO, LLC",None,None,ACI_GRP_TRANS_PEA_2,"View, Download, or Transmit (VDT)",N,15.0,1764.0,None,None,ATT,N
66120,"HOLY CROSS PRIMARY CARE, INC",143515932,FL,A2499,"Holy Cross Physician Partners ACO, LLC",None,None,ACI_GRP_TRANS_PSE_1,Patient-Specific Education,N,34.0,1764.0,None,None,ATT,N
66121,"HOLY CROSS PRIMARY CARE, INC",143515932,FL,A2499,"Holy Cross Physician Partners ACO, LLC",None,None,ACI_GRP_TRANS_SM_1,Secure Messaging,N,3.0,1764.0,None,None,ATT,N
66159,POST ACUTE CARE CLINICIANS LLC,4688967763,MA,V119,"Pioneer Valley Accountable Care, LLC",None,None,MIPS_GRP_032_overall,Stroke and Stroke Rehabilitation: Discharged on Antithrombotic Therapy,N,94.0,35.0,None,None,REG,N
66160,POST ACUTE CARE CLINICIANS LLC,4688967763,MA,V119,"Pioneer Valley Accountable Care, LLC",None,None,MIPS_GRP_047_overall,Care Plan,N,89.0,1330.0,4.0,100.0,REG,Y
66161,POST ACUTE CARE CLINICIANS LLC,4688967763,MA,V119,"Pioneer Valley Accountable Care, LLC",None,None,MIPS_GRP_130_overall,Documentation of Current Medications in the Medical Record,N,82.0,533.0,None,None,REG,N
66162,POST ACUTE CARE CLINICIANS LLC,4688967763,MA,V119,"Pioneer Valley Accountable Care, LLC",None,None,MIPS_GRP_154_overall,Falls: Risk Assessment,N,100.0,414.0,None,None,REG,N
66514,SAINT ALPHONSUS REGIONAL MEDICAL CENTER INC,3476462359,ID,A3454,"Trinity Integrated Care, LLC",None,None,ACI_GRP_TRANS_EP_1,e-Prescribing,N,88.0,71142.0,None,None,ATT,N
66515,SAINT ALPHONSUS REGIONAL MEDICAL CENTER INC,3476462359,ID,A3454,"Trinity Integrated Care, LLC",None,None,ACI_GRP_TRANS_HIE_1,Health Information Exchange,N,8.0,11476.0,None,None,ATT,N
66516,SAINT ALPHONSUS REGIONAL MEDICAL CENTER INC,3476462359,ID,A3454,"Trinity Integrated Care, LLC",None,None,ACI_GRP_TRANS_MR_1,Medication Reconciliation,N,81.0,7871.0,None,None,ATT,N
66517,SAINT ALPHONSUS REGIONAL MEDICAL CENTER INC,3476462359,ID,A3454,"Trinity Integrated Care, LLC",None,None,ACI_GRP_TRANS_PEA_1,Provide Patient Access,N,64.0,53157.0,None,None,ATT,N
66518,SAINT ALPHONSUS REGIONAL MEDICAL CENTER INC,3476462359,ID,A3454,"Trinity Integrated Care, LLC",None,None,ACI_GRP_TRANS_PEA_2,"View, Download, or Transmit (VDT)",N,5.0,17788.0,None,None,ATT,N
66523,SAINT ALPHONSUS REGIONAL MEDICAL CENTER INC,3476462359,ID,A3454,"Trinity Integrated Care, LLC",None,None,ACI_GRP_TRANS_PSE_1,Patient-Specific Education,N,42.0,53156.0,None,None,ATT,N
66524,SAINT ALPHONSUS REGIONAL MEDICAL CENTER INC,3476462359,ID,A3454,"Trinity Integrated Care, LLC",None,None,ACI_GRP_TRANS_SM_1,Secure Messaging,N,2.0,53157.0,None,None,ATT,N
66683,SPINE INSTITUTE OF IDAHO PA,6608837265,ID,V224,"St. Luke's Clinic Coordinated Care, LTD",None,None,MIPS_GRP_047_overall,Care Plan,N,48.0,1568.0,2.0,100.0,REG,Y
