Organization legal name,Group PAC ID, State,Measure Code,Measure Title,Measure Performance Rate,Denominator Count, Footnote
NORTHEAST GEORGIA PHYSICIANS GROUP INC,6901898386,GA,CAHPS_GRP_12,CAHPS for MIPS SSM: Stewardship of Patient Resources,29,,
NORTHEAST GEORGIA PHYSICIANS GROUP INC,6901898386,GA,CAHPS_GRP_10,CAHPS for MIPS SSM: Between Visit Communication,59,,
NORTHEAST GEORGIA PHYSICIANS GROUP INC,6901898386,GA,CAHPS_GRP_2,CAHPS for MIPS SSM: How Well Providers Communicate,92,,
NORTHEAST GEORGIA PHYSICIANS GROUP INC,6901898386,GA,CAHPS_GRP_3,CAHPS for MIPS SSM: Patient's Rating of Provider,93,,
NORTHEAST GEORGIA PHYSICIANS GROUP INC,6901898386,GA,CAHPS_GRP_5,CAHPS for MIPS SSM: Health Promotion and Education,65,,
NORTHEAST GEORGIA PHYSICIANS GROUP INC,6901898386,GA,CAHPS_GRP_9,CAHPS for MIPS SSM: Care Coordination,89,,
NORTHEAST GEORGIA PHYSICIANS GROUP INC,6901898386,GA,CAHPS_GRP_8,CAHPS for MIPS SSM: Courteous and Helpful Office Staff,91,,
"THE LONGSTREET CLINIC, PC",2668465733,GA,CAHPS_GRP_1,"CAHPS for MIPS SSM: Getting Timely Care, Appointments and Information",84,,
"THE LONGSTREET CLINIC, PC",2668465733,GA,CAHPS_GRP_12,CAHPS for MIPS SSM: Stewardship of Patient Resources,31,,
"THE LONGSTREET CLINIC, PC",2668465733,GA,CAHPS_GRP_10,CAHPS for MIPS SSM: Between Visit Communication,65,,
"THE LONGSTREET CLINIC, PC",2668465733,GA,CAHPS_GRP_2,CAHPS for MIPS SSM: How Well Providers Communicate,92,,
"THE LONGSTREET CLINIC, PC",2668465733,GA,CAHPS_GRP_3,CAHPS for MIPS SSM: Patient's Rating of Provider,91,,
"THE LONGSTREET CLINIC, PC",2668465733,GA,CAHPS_GRP_5,CAHPS for MIPS SSM: Health Promotion and Education,63,,
"THE LONGSTREET CLINIC, PC",2668465733,GA,CAHPS_GRP_9,CAHPS for MIPS SSM: Care Coordination,88,,
"THE LONGSTREET CLINIC, PC",2668465733,GA,CAHPS_GRP_8,CAHPS for MIPS SSM: Courteous and Helpful Office Staff,92,,
HARBIN CLINIC HEMATOLOGY ONCOLOGY,0446154231,GA,CAHPS_GRP_1,"CAHPS for MIPS SSM: Getting Timely Care, Appointments and Information",83,,
HARBIN CLINIC HEMATOLOGY ONCOLOGY,0446154231,GA,CAHPS_GRP_12,CAHPS for MIPS SSM: Stewardship of Patient Resources,36,,
HARBIN CLINIC HEMATOLOGY ONCOLOGY,0446154231,GA,CAHPS_GRP_10,CAHPS for MIPS SSM: Between Visit Communication,52,,
HARBIN CLINIC HEMATOLOGY ONCOLOGY,0446154231,GA,CAHPS_GRP_2,CAHPS for MIPS SSM: How Well Providers Communicate,93,,
HARBIN CLINIC HEMATOLOGY ONCOLOGY,0446154231,GA,CAHPS_GRP_3,CAHPS for MIPS SSM: Patient's Rating of Provider,92,,
HARBIN CLINIC HEMATOLOGY ONCOLOGY,0446154231,GA,CAHPS_GRP_5,CAHPS for MIPS SSM: Health Promotion and Education,59,,
HARBIN CLINIC HEMATOLOGY ONCOLOGY,0446154231,GA,CAHPS_GRP_9,CAHPS for MIPS SSM: Care Coordination,87,,
HARBIN CLINIC HEMATOLOGY ONCOLOGY,0446154231,GA,CAHPS_GRP_8,CAHPS for MIPS SSM: Courteous and Helpful Office Staff,93,,
WATSON CLINIC LLP,1456258979,FL,CAHPS_GRP_1,"CAHPS for MIPS SSM: Getting Timely Care, Appointments and Information",80,,
WATSON CLINIC LLP,1456258979,FL,CAHPS_GRP_12,CAHPS for MIPS SSM: Stewardship of Patient Resources,26,,
WATSON CLINIC LLP,1456258979,FL,CAHPS_GRP_10,CAHPS for MIPS SSM: Between Visit Communication,62,,
WATSON CLINIC LLP,1456258979,FL,CAHPS_GRP_2,CAHPS for MIPS SSM: How Well Providers Communicate,93,,
WATSON CLINIC LLP,1456258979,FL,CAHPS_GRP_3,CAHPS for MIPS SSM: Patient's Rating of Provider,93,,
WATSON CLINIC LLP,1456258979,FL,CAHPS_GRP_5,CAHPS for MIPS SSM: Health Promotion and Education,61,,
WATSON CLINIC LLP,1456258979,FL,CAHPS_GRP_9,CAHPS for MIPS SSM: Care Coordination,88,,
WATSON CLINIC LLP,1456258979,FL,CAHPS_GRP_8,CAHPS for MIPS SSM: Courteous and Helpful Office Staff,93,,
"UNIVERSITY OF FLORIDA JACKSONVILLE PHYSICIANS, INC.",9133025869,FL,CAHPS_GRP_1,"CAHPS for MIPS SSM: Getting Timely Care, Appointments and Information",82,,
"UNIVERSITY OF FLORIDA JACKSONVILLE PHYSICIANS, INC.",9133025869,FL,CAHPS_GRP_12,CAHPS for MIPS SSM: Stewardship of Patient Resources,,,1
"UNIVERSITY OF FLORIDA JACKSONVILLE PHYSICIANS, INC.",9133025869,FL,CAHPS_GRP_10,CAHPS for MIPS SSM: Between Visit Communication,60,,
"UNIVERSITY OF FLORIDA JACKSONVILLE PHYSICIANS, INC.",9133025869,FL,CAHPS_GRP_2,CAHPS for MIPS SSM: How Well Providers Communicate,94,,
"UNIVERSITY OF FLORIDA JACKSONVILLE PHYSICIANS, INC.",9133025869,FL,CAHPS_GRP_3,CAHPS for MIPS SSM: Patient's Rating of Provider,94,,
"UNIVERSITY OF FLORIDA JACKSONVILLE PHYSICIANS, INC.",9133025869,FL,CAHPS_GRP_5,CAHPS for MIPS SSM: Health Promotion and Education,65,,
"UNIVERSITY OF FLORIDA JACKSONVILLE PHYSICIANS, INC.",9133025869,FL,CAHPS_GRP_9,CAHPS for MIPS SSM: Care Coordination,88,,
"UNIVERSITY OF FLORIDA JACKSONVILLE PHYSICIANS, INC.",9133025869,FL,CAHPS_GRP_8,CAHPS for MIPS SSM: Courteous and Helpful Office Staff,94,,
WEST FLORIDA MEDICAL CENTER CLINIC PA,7416860705,FL,CAHPS_GRP_1,"CAHPS for MIPS SSM: Getting Timely Care, Appointments and Information",77,,
WEST FLORIDA MEDICAL CENTER CLINIC PA,7416860705,FL,CAHPS_GRP_12,CAHPS for MIPS SSM: Stewardship of Patient Resources,21,,
WEST FLORIDA MEDICAL CENTER CLINIC PA,7416860705,FL,CAHPS_GRP_10,CAHPS for MIPS SSM: Between Visit Communication,43,,
WEST FLORIDA MEDICAL CENTER CLINIC PA,7416860705,FL,CAHPS_GRP_2,CAHPS for MIPS SSM: How Well Providers Communicate,93,,
WEST FLORIDA MEDICAL CENTER CLINIC PA,7416860705,FL,CAHPS_GRP_3,CAHPS for MIPS SSM: Patient's Rating of Provider,92,,
WEST FLORIDA MEDICAL CENTER CLINIC PA,7416860705,FL,CAHPS_GRP_5,CAHPS for MIPS SSM: Health Promotion and Education,51,,
WEST FLORIDA MEDICAL CENTER CLINIC PA,7416860705,FL,CAHPS_GRP_9,CAHPS for MIPS SSM: Care Coordination,85,,
WEST FLORIDA MEDICAL CENTER CLINIC PA,7416860705,FL,CAHPS_GRP_8,CAHPS for MIPS SSM: Courteous and Helpful Office Staff,93,,
COASTAL CARE CORPORATION,1456259191,FL,CAHPS_GRP_1,"CAHPS for MIPS SSM: Getting Timely Care, Appointments and Information",,,1
COASTAL CARE CORPORATION,1456259191,FL,CAHPS_GRP_12,CAHPS for MIPS SSM: Stewardship of Patient Resources,,,1
COASTAL CARE CORPORATION,1456259191,FL,CAHPS_GRP_2,CAHPS for MIPS SSM: How Well Providers Communicate,,,1
COASTAL CARE CORPORATION,1456259191,FL,CAHPS_GRP_3,CAHPS for MIPS SSM: Patient's Rating of Provider,,,1
COASTAL CARE CORPORATION,1456259191,FL,CAHPS_GRP_5,CAHPS for MIPS SSM: Health Promotion and Education,,,1
COASTAL CARE CORPORATION,1456259191,FL,CAHPS_GRP_9,CAHPS for MIPS SSM: Care Coordination,,,1
COASTAL CARE CORPORATION,1456259191,FL,CAHPS_GRP_8,CAHPS for MIPS SSM: Courteous and Helpful Office Staff,,,1
LAKELAND REGIONAL HEALTH SYSTEMS INC,8325952914,FL,CAHPS_GRP_1,"CAHPS for MIPS SSM: Getting Timely Care, Appointments and Information",76,,
LAKELAND REGIONAL HEALTH SYSTEMS INC,8325952914,FL,CAHPS_GRP_12,CAHPS for MIPS SSM: Stewardship of Patient Resources,27,,
LAKELAND REGIONAL HEALTH SYSTEMS INC,8325952914,FL,CAHPS_GRP_10,CAHPS for MIPS SSM: Between Visit Communication,55,,
LAKELAND REGIONAL HEALTH SYSTEMS INC,8325952914,FL,CAHPS_GRP_2,CAHPS for MIPS SSM: How Well Providers Communicate,90,,
LAKELAND REGIONAL HEALTH SYSTEMS INC,8325952914,FL,CAHPS_GRP_3,CAHPS for MIPS SSM: Patient's Rating of Provider,91,,
LAKELAND REGIONAL HEALTH SYSTEMS INC,8325952914,FL,CAHPS_GRP_5,CAHPS for MIPS SSM: Health Promotion and Education,66,,
LAKELAND REGIONAL HEALTH SYSTEMS INC,8325952914,FL,CAHPS_GRP_9,CAHPS for MIPS SSM: Care Coordination,87,,
LAKELAND REGIONAL HEALTH SYSTEMS INC,8325952914,FL,CAHPS_GRP_8,CAHPS for MIPS SSM: Courteous and Helpful Office Staff,94,,
MUSCULOSKELETAL INSTITUTE CHARTERED,1052224102,FL,CAHPS_GRP_1,"CAHPS for MIPS SSM: Getting Timely Care, Appointments and Information",,,1
MUSCULOSKELETAL INSTITUTE CHARTERED,1052224102,FL,CAHPS_GRP_12,CAHPS for MIPS SSM: Stewardship of Patient Resources,,,1
MUSCULOSKELETAL INSTITUTE CHARTERED,1052224102,FL,CAHPS_GRP_10,CAHPS for MIPS SSM: Between Visit Communication,,,1
MUSCULOSKELETAL INSTITUTE CHARTERED,1052224102,FL,CAHPS_GRP_2,CAHPS for MIPS SSM: How Well Providers Communicate,,,1
MUSCULOSKELETAL INSTITUTE CHARTERED,1052224102,FL,CAHPS_GRP_3,CAHPS for MIPS SSM: Patient's Rating of Provider,,,1
MUSCULOSKELETAL INSTITUTE CHARTERED,1052224102,FL,CAHPS_GRP_5,CAHPS for MIPS SSM: Health Promotion and Education,,,1
MUSCULOSKELETAL INSTITUTE CHARTERED,1052224102,FL,CAHPS_GRP_9,CAHPS for MIPS SSM: Care Coordination,,,1
MUSCULOSKELETAL INSTITUTE CHARTERED,1052224102,FL,CAHPS_GRP_8,CAHPS for MIPS SSM: Courteous and Helpful Office Staff,,,1
NORTH BREVARD MEDICAL SUPPORT INC,7618870296,FL,CAHPS_GRP_1,"CAHPS for MIPS SSM: Getting Timely Care, Appointments and Information",,,1
NORTH BREVARD MEDICAL SUPPORT INC,7618870296,FL,CAHPS_GRP_12,CAHPS for MIPS SSM: Stewardship of Patient Resources,24,,
NORTH BREVARD MEDICAL SUPPORT INC,7618870296,FL,CAHPS_GRP_10,CAHPS for MIPS SSM: Between Visit Communication,49,,
NORTH BREVARD MEDICAL SUPPORT INC,7618870296,FL,CAHPS_GRP_2,CAHPS for MIPS SSM: How Well Providers Communicate,89,,
NORTH BREVARD MEDICAL SUPPORT INC,7618870296,FL,CAHPS_GRP_3,CAHPS for MIPS SSM: Patient's Rating of Provider,88,,
NORTH BREVARD MEDICAL SUPPORT INC,7618870296,FL,CAHPS_GRP_5,CAHPS for MIPS SSM: Health Promotion and Education,62,,
NORTH BREVARD MEDICAL SUPPORT INC,7618870296,FL,CAHPS_GRP_9,CAHPS for MIPS SSM: Care Coordination,81,,
NORTH BREVARD MEDICAL SUPPORT INC,7618870296,FL,CAHPS_GRP_8,CAHPS for MIPS SSM: Courteous and Helpful Office Staff,90,,
H LEE MOFFITT CANCER CTR and RES INST LIFE TIME CANCER SCRN CTR INC,2264337021,FL,CAHPS_GRP_1,"CAHPS for MIPS SSM: Getting Timely Care, Appointments and Information",78,,
H LEE MOFFITT CANCER CTR and RES INST LIFE TIME CANCER SCRN CTR INC,2264337021,FL,CAHPS_GRP_12,CAHPS for MIPS SSM: Stewardship of Patient Resources,,,1
H LEE MOFFITT CANCER CTR and RES INST LIFE TIME CANCER SCRN CTR INC,2264337021,FL,CAHPS_GRP_10,CAHPS for MIPS SSM: Between Visit Communication,,,1
H LEE MOFFITT CANCER CTR and RES INST LIFE TIME CANCER SCRN CTR INC,2264337021,FL,CAHPS_GRP_2,CAHPS for MIPS SSM: How Well Providers Communicate,,,1
H LEE MOFFITT CANCER CTR and RES INST LIFE TIME CANCER SCRN CTR INC,2264337021,FL,CAHPS_GRP_3,CAHPS for MIPS SSM: Patient's Rating of Provider,,,1
H LEE MOFFITT CANCER CTR and RES INST LIFE TIME CANCER SCRN CTR INC,2264337021,FL,CAHPS_GRP_5,CAHPS for MIPS SSM: Health Promotion and Education,,,1
H LEE MOFFITT CANCER CTR and RES INST LIFE TIME CANCER SCRN CTR INC,2264337021,FL,CAHPS_GRP_9,CAHPS for MIPS SSM: Care Coordination,,,1
H LEE MOFFITT CANCER CTR and RES INST LIFE TIME CANCER SCRN CTR INC,2264337021,FL,CAHPS_GRP_8,CAHPS for MIPS SSM: Courteous and Helpful Office Staff,96,,
"THE ORTHOPAEDIC INSTITUTE, PA",2860385242,FL,CAHPS_GRP_1,"CAHPS for MIPS SSM: Getting Timely Care, Appointments and Information",,,1
"THE ORTHOPAEDIC INSTITUTE, PA",2860385242,FL,CAHPS_GRP_12,CAHPS for MIPS SSM: Stewardship of Patient Resources,,,1
"THE ORTHOPAEDIC INSTITUTE, PA",2860385242,FL,CAHPS_GRP_10,CAHPS for MIPS SSM: Between Visit Communication,,,1
"THE ORTHOPAEDIC INSTITUTE, PA",2860385242,FL,CAHPS_GRP_2,CAHPS for MIPS SSM: How Well Providers Communicate,,,1
"THE ORTHOPAEDIC INSTITUTE, PA",2860385242,FL,CAHPS_GRP_3,CAHPS for MIPS SSM: Patient's Rating of Provider,,,1
"THE ORTHOPAEDIC INSTITUTE, PA",2860385242,FL,CAHPS_GRP_5,CAHPS for MIPS SSM: Health Promotion and Education,54,,
"THE ORTHOPAEDIC INSTITUTE, PA",2860385242,FL,CAHPS_GRP_9,CAHPS for MIPS SSM: Care Coordination,,,1
"THE ORTHOPAEDIC INSTITUTE, PA",2860385242,FL,CAHPS_GRP_8,CAHPS for MIPS SSM: Courteous and Helpful Office Staff,94,,
BAPTIST PRIMARY CARE INC,0648177733,FL,CAHPS_GRP_1,"CAHPS for MIPS SSM: Getting Timely Care, Appointments and Information",80,,
BAPTIST PRIMARY CARE INC,0648177733,FL,CAHPS_GRP_12,CAHPS for MIPS SSM: Stewardship of Patient Resources,40,,
BAPTIST PRIMARY CARE INC,0648177733,FL,CAHPS_GRP_10,CAHPS for MIPS SSM: Between Visit Communication,67,,
BAPTIST PRIMARY CARE INC,0648177733,FL,CAHPS_GRP_2,CAHPS for MIPS SSM: How Well Providers Communicate,95,,
BAPTIST PRIMARY CARE INC,0648177733,FL,CAHPS_GRP_3,CAHPS for MIPS SSM: Patient's Rating of Provider,95,,
BAPTIST PRIMARY CARE INC,0648177733,FL,CAHPS_GRP_5,CAHPS for MIPS SSM: Health Promotion and Education,65,,
BAPTIST PRIMARY CARE INC,0648177733,FL,CAHPS_GRP_9,CAHPS for MIPS SSM: Care Coordination,89,,
BAPTIST PRIMARY CARE INC,0648177733,FL,CAHPS_GRP_8,CAHPS for MIPS SSM: Courteous and Helpful Office Staff,94,,
NORTH BROWARD HOSPITAL DISTRICT,3577472422,FL,CAHPS_GRP_1,"CAHPS for MIPS SSM: Getting Timely Care, Appointments and Information",73,,
NORTH BROWARD HOSPITAL DISTRICT,3577472422,FL,CAHPS_GRP_12,CAHPS for MIPS SSM: Stewardship of Patient Resources,30,,
NORTH BROWARD HOSPITAL DISTRICT,3577472422,FL,CAHPS_GRP_10,CAHPS for MIPS SSM: Between Visit Communication,56,,
NORTH BROWARD HOSPITAL DISTRICT,3577472422,FL,CAHPS_GRP_2,CAHPS for MIPS SSM: How Well Providers Communicate,91,,
NORTH BROWARD HOSPITAL DISTRICT,3577472422,FL,CAHPS_GRP_3,CAHPS for MIPS SSM: Patient's Rating of Provider,91,,
NORTH BROWARD HOSPITAL DISTRICT,3577472422,FL,CAHPS_GRP_5,CAHPS for MIPS SSM: Health Promotion and Education,68,,
NORTH BROWARD HOSPITAL DISTRICT,3577472422,FL,CAHPS_GRP_9,CAHPS for MIPS SSM: Care Coordination,85,,
NORTH BROWARD HOSPITAL DISTRICT,3577472422,FL,CAHPS_GRP_8,CAHPS for MIPS SSM: Courteous and Helpful Office Staff,,,1
"KENTUCKY MEDICAL SERVICES FOUNDATION, INC",5698689909,KY,CAHPS_GRP_1,"CAHPS for MIPS SSM: Getting Timely Care, Appointments and Information",77,,
"KENTUCKY MEDICAL SERVICES FOUNDATION, INC",5698689909,KY,CAHPS_GRP_12,CAHPS for MIPS SSM: Stewardship of Patient Resources,29,,
"KENTUCKY MEDICAL SERVICES FOUNDATION, INC",5698689909,KY,CAHPS_GRP_10,CAHPS for MIPS SSM: Between Visit Communication,51,,
"KENTUCKY MEDICAL SERVICES FOUNDATION, INC",5698689909,KY,CAHPS_GRP_2,CAHPS for MIPS SSM: How Well Providers Communicate,95,,
"KENTUCKY MEDICAL SERVICES FOUNDATION, INC",5698689909,KY,CAHPS_GRP_3,CAHPS for MIPS SSM: Patient's Rating of Provider,94,,
"KENTUCKY MEDICAL SERVICES FOUNDATION, INC",5698689909,KY,CAHPS_GRP_5,CAHPS for MIPS SSM: Health Promotion and Education,63,,
"KENTUCKY MEDICAL SERVICES FOUNDATION, INC",5698689909,KY,CAHPS_GRP_9,CAHPS for MIPS SSM: Care Coordination,88,,
"KENTUCKY MEDICAL SERVICES FOUNDATION, INC",5698689909,KY,CAHPS_GRP_8,CAHPS for MIPS SSM: Courteous and Helpful Office Staff,95,,
NEW LEXINGTON CLINIC PSC,3476457532,KY,CAHPS_GRP_1,"CAHPS for MIPS SSM: Getting Timely Care, Appointments and Information",81,,
NEW LEXINGTON CLINIC PSC,3476457532,KY,CAHPS_GRP_12,CAHPS for MIPS SSM: Stewardship of Patient Resources,27,,
NEW LEXINGTON CLINIC PSC,3476457532,KY,CAHPS_GRP_10,CAHPS for MIPS SSM: Between Visit Communication,57,,
NEW LEXINGTON CLINIC PSC,3476457532,KY,CAHPS_GRP_2,CAHPS for MIPS SSM: How Well Providers Communicate,93,,
NEW LEXINGTON CLINIC PSC,3476457532,KY,CAHPS_GRP_3,CAHPS for MIPS SSM: Patient's Rating of Provider,92,,
NEW LEXINGTON CLINIC PSC,3476457532,KY,CAHPS_GRP_5,CAHPS for MIPS SSM: Health Promotion and Education,58,,
NEW LEXINGTON CLINIC PSC,3476457532,KY,CAHPS_GRP_9,CAHPS for MIPS SSM: Care Coordination,89,,
NEW LEXINGTON CLINIC PSC,3476457532,KY,CAHPS_GRP_8,CAHPS for MIPS SSM: Courteous and Helpful Office Staff,93,,
TENNESSEE ORTHOPAEDIC ALLIANCE PA,5193625069,TN,CAHPS_GRP_1,"CAHPS for MIPS SSM: Getting Timely Care, Appointments and Information",,,1
TENNESSEE ORTHOPAEDIC ALLIANCE PA,5193625069,TN,CAHPS_GRP_12,CAHPS for MIPS SSM: Stewardship of Patient Resources,,,1
TENNESSEE ORTHOPAEDIC ALLIANCE PA,5193625069,TN,CAHPS_GRP_10,CAHPS for MIPS SSM: Between Visit Communication,,,1
TENNESSEE ORTHOPAEDIC ALLIANCE PA,5193625069,TN,CAHPS_GRP_2,CAHPS for MIPS SSM: How Well Providers Communicate,,,1
TENNESSEE ORTHOPAEDIC ALLIANCE PA,5193625069,TN,CAHPS_GRP_3,CAHPS for MIPS SSM: Patient's Rating of Provider,,,1
TENNESSEE ORTHOPAEDIC ALLIANCE PA,5193625069,TN,CAHPS_GRP_5,CAHPS for MIPS SSM: Health Promotion and Education,,,1
TENNESSEE ORTHOPAEDIC ALLIANCE PA,5193625069,TN,CAHPS_GRP_9,CAHPS for MIPS SSM: Care Coordination,,,1
TENNESSEE ORTHOPAEDIC ALLIANCE PA,5193625069,TN,CAHPS_GRP_8,CAHPS for MIPS SSM: Courteous and Helpful Office Staff,,,1
"SUMMIT MEDICAL GROUP, PLLC",2860396330,TN,CAHPS_GRP_1,"CAHPS for MIPS SSM: Getting Timely Care, Appointments and Information",86,,
"SUMMIT MEDICAL GROUP, PLLC",2860396330,TN,CAHPS_GRP_12,CAHPS for MIPS SSM: Stewardship of Patient Resources,37,,
"SUMMIT MEDICAL GROUP, PLLC",2860396330,TN,CAHPS_GRP_10,CAHPS for MIPS SSM: Between Visit Communication,65,,
"SUMMIT MEDICAL GROUP, PLLC",2860396330,TN,CAHPS_GRP_2,CAHPS for MIPS SSM: How Well Providers Communicate,95,,
"SUMMIT MEDICAL GROUP, PLLC",2860396330,TN,CAHPS_GRP_3,CAHPS for MIPS SSM: Patient's Rating of Provider,95,,
"SUMMIT MEDICAL GROUP, PLLC",2860396330,TN,CAHPS_GRP_5,CAHPS for MIPS SSM: Health Promotion and Education,69,,
"SUMMIT MEDICAL GROUP, PLLC",2860396330,TN,CAHPS_GRP_9,CAHPS for MIPS SSM: Care Coordination,91,,
"SUMMIT MEDICAL GROUP, PLLC",2860396330,TN,CAHPS_GRP_8,CAHPS for MIPS SSM: Courteous and Helpful Office Staff,95,,
"THE COLUMBUS ORTHOPAEDIC CLINIC, P.A.",5890751945,MS,CAHPS_GRP_1,"CAHPS for MIPS SSM: Getting Timely Care, Appointments and Information",,,1
"THE COLUMBUS ORTHOPAEDIC CLINIC, P.A.",5890751945,MS,CAHPS_GRP_12,CAHPS for MIPS SSM: Stewardship of Patient Resources,,,1
"THE COLUMBUS ORTHOPAEDIC CLINIC, P.A.",5890751945,MS,CAHPS_GRP_10,CAHPS for MIPS SSM: Between Visit Communication,,,1
"THE COLUMBUS ORTHOPAEDIC CLINIC, P.A.",5890751945,MS,CAHPS_GRP_2,CAHPS for MIPS SSM: How Well Providers Communicate,,,1
"THE COLUMBUS ORTHOPAEDIC CLINIC, P.A.",5890751945,MS,CAHPS_GRP_3,CAHPS for MIPS SSM: Patient's Rating of Provider,,,1
"THE COLUMBUS ORTHOPAEDIC CLINIC, P.A.",5890751945,MS,CAHPS_GRP_5,CAHPS for MIPS SSM: Health Promotion and Education,,,1
"THE COLUMBUS ORTHOPAEDIC CLINIC, P.A.",5890751945,MS,CAHPS_GRP_9,CAHPS for MIPS SSM: Care Coordination,,,1
"THE COLUMBUS ORTHOPAEDIC CLINIC, P.A.",5890751945,MS,CAHPS_GRP_8,CAHPS for MIPS SSM: Courteous and Helpful Office Staff,,,1
STATE OF MISSISSIPPI-UNIVERSITY OF MISSISSIPPI MEDICAL CENTER,1850293036,MS,CAHPS_GRP_1,"CAHPS for MIPS SSM: Getting Timely Care, Appointments and Information",86,,
STATE OF MISSISSIPPI-UNIVERSITY OF MISSISSIPPI MEDICAL CENTER,1850293036,MS,CAHPS_GRP_12,CAHPS for MIPS SSM: Stewardship of Patient Resources,30,,
STATE OF MISSISSIPPI-UNIVERSITY OF MISSISSIPPI MEDICAL CENTER,1850293036,MS,CAHPS_GRP_10,CAHPS for MIPS SSM: Between Visit Communication,58,,
STATE OF MISSISSIPPI-UNIVERSITY OF MISSISSIPPI MEDICAL CENTER,1850293036,MS,CAHPS_GRP_2,CAHPS for MIPS SSM: How Well Providers Communicate,95,,
STATE OF MISSISSIPPI-UNIVERSITY OF MISSISSIPPI MEDICAL CENTER,1850293036,MS,CAHPS_GRP_3,CAHPS for MIPS SSM: Patient's Rating of Provider,94,,
STATE OF MISSISSIPPI-UNIVERSITY OF MISSISSIPPI MEDICAL CENTER,1850293036,MS,CAHPS_GRP_5,CAHPS for MIPS SSM: Health Promotion and Education,58,,
STATE OF MISSISSIPPI-UNIVERSITY OF MISSISSIPPI MEDICAL CENTER,1850293036,MS,CAHPS_GRP_9,CAHPS for MIPS SSM: Care Coordination,90,,
STATE OF MISSISSIPPI-UNIVERSITY OF MISSISSIPPI MEDICAL CENTER,1850293036,MS,CAHPS_GRP_8,CAHPS for MIPS SSM: Courteous and Helpful Office Staff,94,,
MEMORIAL HOSPITAL AT GULFPORT,2466524012,MS,CAHPS_GRP_1,"CAHPS for MIPS SSM: Getting Timely Care, Appointments and Information",85,,
MEMORIAL HOSPITAL AT GULFPORT,2466524012,MS,CAHPS_GRP_12,CAHPS for MIPS SSM: Stewardship of Patient Resources,29,,
MEMORIAL HOSPITAL AT GULFPORT,2466524012,MS,CAHPS_GRP_10,CAHPS for MIPS SSM: Between Visit Communication,65,,
MEMORIAL HOSPITAL AT GULFPORT,2466524012,MS,CAHPS_GRP_2,CAHPS for MIPS SSM: How Well Providers Communicate,94,,
MEMORIAL HOSPITAL AT GULFPORT,2466524012,MS,CAHPS_GRP_3,CAHPS for MIPS SSM: Patient's Rating of Provider,94,,
MEMORIAL HOSPITAL AT GULFPORT,2466524012,MS,CAHPS_GRP_5,CAHPS for MIPS SSM: Health Promotion and Education,60,,
MEMORIAL HOSPITAL AT GULFPORT,2466524012,MS,CAHPS_GRP_9,CAHPS for MIPS SSM: Care Coordination,91,,
MEMORIAL HOSPITAL AT GULFPORT,2466524012,MS,CAHPS_GRP_8,CAHPS for MIPS SSM: Courteous and Helpful Office Staff,93,,
MARTIN MEMORIAL PHYSICIANS CORPORATION,7315833555,FL,CAHPS_GRP_1,"CAHPS for MIPS SSM: Getting Timely Care, Appointments and Information",77,,
MARTIN MEMORIAL PHYSICIANS CORPORATION,7315833555,FL,CAHPS_GRP_12,CAHPS for MIPS SSM: Stewardship of Patient Resources,24,,
MARTIN MEMORIAL PHYSICIANS CORPORATION,7315833555,FL,CAHPS_GRP_10,CAHPS for MIPS SSM: Between Visit Communication,62,,
MARTIN MEMORIAL PHYSICIANS CORPORATION,7315833555,FL,CAHPS_GRP_2,CAHPS for MIPS SSM: How Well Providers Communicate,90,,
MARTIN MEMORIAL PHYSICIANS CORPORATION,7315833555,FL,CAHPS_GRP_3,CAHPS for MIPS SSM: Patient's Rating of Provider,91,,
MARTIN MEMORIAL PHYSICIANS CORPORATION,7315833555,FL,CAHPS_GRP_5,CAHPS for MIPS SSM: Health Promotion and Education,56,,
MARTIN MEMORIAL PHYSICIANS CORPORATION,7315833555,FL,CAHPS_GRP_9,CAHPS for MIPS SSM: Care Coordination,86,,
MARTIN MEMORIAL PHYSICIANS CORPORATION,7315833555,FL,CAHPS_GRP_8,CAHPS for MIPS SSM: Courteous and Helpful Office Staff,92,,
SJHMC PHYSICIAN SERVICES C/O DIGNITY HEALTH,4486646197,AZ,CAHPS_GRP_1,"CAHPS for MIPS SSM: Getting Timely Care, Appointments and Information",79,,
SJHMC PHYSICIAN SERVICES C/O DIGNITY HEALTH,4486646197,AZ,CAHPS_GRP_12,CAHPS for MIPS SSM: Stewardship of Patient Resources,31,,
SJHMC PHYSICIAN SERVICES C/O DIGNITY HEALTH,4486646197,AZ,CAHPS_GRP_10,CAHPS for MIPS SSM: Between Visit Communication,57,,
SJHMC PHYSICIAN SERVICES C/O DIGNITY HEALTH,4486646197,AZ,CAHPS_GRP_2,CAHPS for MIPS SSM: How Well Providers Communicate,92,,
SJHMC PHYSICIAN SERVICES C/O DIGNITY HEALTH,4486646197,AZ,CAHPS_GRP_3,CAHPS for MIPS SSM: Patient's Rating of Provider,92,,
SJHMC PHYSICIAN SERVICES C/O DIGNITY HEALTH,4486646197,AZ,CAHPS_GRP_5,CAHPS for MIPS SSM: Health Promotion and Education,66,,
SJHMC PHYSICIAN SERVICES C/O DIGNITY HEALTH,4486646197,AZ,CAHPS_GRP_9,CAHPS for MIPS SSM: Care Coordination,83,,
